Name,Platform,Year,Genre,Global_Sales
Horse Life Adventures,PS,1995,Action,0.1
iCarly 2: iJoin The Click!,DC,1999,Adventure,0.1
Burnout Paradise: The Ultimate Box,PSP,2008,Role-Playing,0.1
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,Wii,2009,Action,0.1
The Secret Saturdays: Beasts of the 5th Sun,PSP,2007,Action,0.1
Winter Stars,XB,2003,Fighting,0.1
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,Wii,2012,Role-Playing,0.1
Star Trek: Shattered Universe,PS3,2011,Action,0.1
The Land Before Time: Great Valley Racing Adventure,GC,2002,Action,0.1
Ultra Street Fighter IV,DS,2007,Misc,0.1
Animal Planet: Vet Life,PS,1999,Action,0.1
Cubic Ninja,Wii,2009,Strategy,0.1
Championship Pony,Wii,2008,Misc,0.1
Harvest Moon: Frantic Farming,DS,2007,Fighting,0.1
Rise of the Tomb Raider,DS,2007,Misc,0.1
Pinball Hall of Fame: The Williams Collection,Wii,2009,Action,0.1
Persona 5,PS2,2003,Racing,0.1
Power Stone Collection,GC,2006,Role-Playing,0.1
MTX Mototrax,PS2,2002,Fighting,0.1
Blast Chamber,XOne,2015,Sports,0.1
Mana Khemia: Student Alliance,XB,2001,Sports,0.1
Retro Game Challenge (US sales),DS,2010,Adventure,0.1
EyeToy: Operation Spy,DS,N/A,Simulation,0.1
Zoo Tycoon (2013),PS3,2014,Action,0.1
MotoGP 07,DS,2006,Platform,0.1
Touch Detective,X360,2007,Sports,0.1
Option Tuning Car Battle,PSP,2009,Adventure,0.1
Rapala Pro Bass Fishing 2010,GC,2003,Sports,0.1
Derby Jockey 2,X360,2009,Role-Playing,0.1
Famicom Mini: Mappy,X360,2011,Misc,0.1
Reign of Fire,DS,2009,Misc,0.1
Descent Maximum,PS3,2007,Sports,0.1
Disney Sing It! High School Musical 3: Senior Year,XB,2006,Action,0.1
"Blast Works: Build, Trade, Destroy",PS2,2002,Shooter,0.1
Resident Evil: Revelations 2,PSP,2013,Role-Playing,0.1
Major League Baseball 2K11,PC,2004,Shooter,0.1
Shining Force EXA,PS2,2006,Platform,0.1
Virtual Pro Wrestling,XB,2005,Shooter,0.1
Wasteland 2,GC,2002,Action,0.1
Shadow Tower,PS2,2005,Role-Playing,0.1
Luminous Arc 2 (JP sales),DS,2006,Action,0.1
Ninja Reflex,Wii,2008,Adventure,0.1
Dragon Ball: Evolution,X360,2014,Racing,0.1
Red Bull BC One,PS3,2007,Misc,0.1
Heatseeker,PS4,2015,Role-Playing,0.1
Watchmen: The End is Nigh Part 1 & 2,PS2,2009,Misc,0.1
Ford Racing 3,PS,1996,Sports,0.1
Ice Age 2: The Meltdown,Wii,2008,Sports,0.1
Guilty Gear Isuka,GC,2003,Platform,0.1
MySims SkyHeroes,Wii,2008,Fighting,0.1
NASCAR Unleashed,X360,2011,Misc,0.1
Shadow Master,SAT,1995,Shooter,0.1
Global Touring Challenge: Africa,DS,2012,Action,0.1
Jikkyou Powerful Pro Yakyuu 2013,GC,2002,Sports,0.1
Dead or Alive 5,PC,2016,Strategy,0.1
Tokimeki Memorial: Taisen Pazurudama,PSP,2010,Shooter,0.1
InuYasha: Secret of the Divine Jewel,PS,2000,Misc,0.1
MotoGP 2,DS,2009,Role-Playing,0.1
Pro Yakyuu Famista DS,PS,1999,Simulation,0.1
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,PC,2012,Action,0.1
BIT.TRIP COMPLETE,X360,2012,Racing,0.1
EyeCreate,DS,2006,Puzzle,0.1
Skylanders: Spyro's Adventure,PS3,2012,Action,0.1
Paws & Claws: Pet Vet,Wii,2009,Misc,0.1
Touch Mechanic,PS2,2001,Role-Playing,0.1
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,PSV,2011,Role-Playing,0.1
Ar tonelico: Melody of Elemia,DS,2010,Puzzle,0.1
Man vs. Wild,DS,2010,Misc,0.1
Sol Trigger,DS,2006,Simulation,0.1
Pony Friends 2,SAT,1996,Role-Playing,0.1
Castlevania Double Pack,Game BoyA,2004,Action,0.1
Ballistic: Ecks vs. Sever,X360,2008,Sports,0.1
Jikkyou Powerful Pro Yakyuu 11,PS2,2007,Action,0.1
Steel Battalion,XOne,2015,Sports,0.1
The Daring Game for Girls,DS,2008,Action,0.1
Glory Days 2,X360,2006,Shooter,0.1
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,DS,2009,Puzzle,0.1
Street Fighter Collection,PSP,2010,Simulation,0.1
thinkSMART,XB,2002,Sports,0.1
Digimon Story: Super Xros Wars Blue/Red,XB,2004,Fighting,0.1
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,PS2,2005,Platform,0.1
Mind Quiz,SAT,1997,Shooter,0.1
Populous DS,PS,2001,Racing,0.1
Who Wants to Be A Millionaire?,Wii,2008,Racing,0.1
Bladestorm: The Hundred Years' War,PS,1998,Action,0.1
Cartoon Network: Punch Time Explosion,XB,2004,Role-Playing,0.1
Imagine: Reporter,Wii,2007,Role-Playing,0.1
Disney Planes Fire & Rescue,Wii,2008,Sports,0.1
MX SuperFly featuring Ricky Carmichael,X360,2010,Racing,0.1
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,DS,2007,Misc,0.1
Natural Doctrine,PS2,2004,Shooter,0.1
SNK vs. Capcom Card Fighters DS,X360,2010,Strategy,0.1
Kuroko's Basketball: Miracle Game,Game BoyA,2001,Strategy,0.1
Minority Report: Everybody Runs,N64,1998,Misc,0.1
MindJack,N64,2000,Platform,0.1
ReCore,N64,2001,Role-Playing,0.1
NASCAR,PS3,2012,Fighting,0.1
Halo 2,N64,1998,Sports,0.1
Shox,N64,2000,Racing,0.1
Unou no Tatsujin: Soukai! Machigai Museum 2,N64,1997,Fighting,0.1
Playboy: The Mansion,N64,1997,Sports,0.1
The X-Factor,N64,1998,Action,0.1
Gundam Breaker,PS3,2008,Shooter,0.1
Neo Atlas,N64,1998,Racing,0.1
Jaws: Ultimate Predator,N64,1998,Sports,0.1
Disney's Aladdin in Nasira's Revenge,PS,1999,Fighting,0.1
Kiniro no Corda 3,PC,2010,Action,0.1
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,DS,2009,Misc,0.1
Taiko no Tatsujin: Don Don! Mystery Adventure,Game BoyA,2002,Platform,0.1
Winning Post 6,Wii,2008,Sports,0.1
Egg Monster Hero,PS3,2011,Fighting,0.1
Rock Band Country Track Pack 2,DS,2008,Adventure,0.1
Darkest of Days,PS,2001,Action,0.1
Whacked!,Game BoyA,2003,Action,0.1
Ghostbusters: The Video Game (DS Version),PC,2011,Action,0.1
Barnyard,X360,2005,Sports,0.1
Big League Sports: Summer,DC,1999,Fighting,0.1
Angry Birds: Rio,PSP,2006,Sports,0.1
Dance on Broadway,PS2,2001,Role-Playing,0.1
Risen 3: Titan Lords,PS,1999,Strategy,0.1
Dungeons,XB,2004,Shooter,0.1
Pac-Man World 3,PS3,2014,Fighting,0.1
SingStar Apres-Ski Party 2,PS,1997,Simulation,0.1
Raven Squad: Operation Hidden Dagger,PS4,2015,Role-Playing,0.1
Rocky,3DS,2011,Action,0.1
Gundam Breaker 3,XB,2003,Action,0.1
Crash 'N' Burn,XB,2004,Shooter,0.1
Medieval II: Total War,DS,2005,Simulation,0.1
NFL Blitz 20-02,DS,2007,Fighting,0.1
Metal Fight Beyblade,XB,2005,Adventure,0.1
Robots,PS3,2014,Racing,0.1
Speed Kings,DS,2007,Misc,0.1
Monopoly Collection,XB,2006,Platform,0.1
The King of Fighters XIV,XB,2002,Puzzle,0.1
Langrisser V: The End of Legend,PS3,2015,Role-Playing,0.1
FIFA Street 3,PS,1994,Role-Playing,0.1
PhotoKano,PS4,2015,Action,0.1
Ouchi Mainichi Tamagotchi,Wii,2012,Sports,0.1
Fresh PreCure! Asobi Collection,PS,1997,Racing,0.1
Populous: The Beginning,Wii,2011,Misc,0.1
Rygar: The Battle of Argus,XB,2005,Sports,0.1
Chess,DC,2000,Adventure,0.1
Rosco McQueen: Firefighter Extreme,PS3,2010,Misc,0.1
Terranigma,SAT,1995,Misc,0.1
PAC-MAN and the Ghostly Adventures,PS3,2011,Action,0.1
The Voice,DS,2006,Action,0.1
Forever Kingdom,XB,2003,Misc,0.1
Blitz: Overtime,SNES,1995,Racing,0.1
Cabela's North American Adventures,PSP,2006,Racing,0.1
Altered Beast: Guardian of the Realms,PSV,2012,Role-Playing,0.1
Field & Stream: Total Outdoorsman Challenge,3DS,2011,Action,0.1
Wordmaster,DS,2009,Simulation,0.1
Shining Tears,X360,2012,Shooter,0.1
MotoGP,X360,N/A,Action,0.1
Scaler,PC,1999,Strategy,0.1
Gradius V,PC,2010,Strategy,0.1
X-COM: UFO Defense,XB,2005,Action,0.1
Raiden Fighters Aces,X360,2007,Adventure,0.1
Scooby-Doo! Who's Watching Who?,PC,2014,Racing,0.1
World Cup '98 France: Road to Win,Wii,2007,Action,0.1
MLB SlugFest 20-04,PSV,2014,Adventure,0.1
Barbie and the Magic of Pegasus,PS2,2008,Adventure,0.1
SD Gundam G Generation DS,3DS,2013,Puzzle,0.1
Adventure Time: Finn & Jake Investigations,DS,2011,Adventure,0.1
Fishing Master World Tour,DS,2010,Puzzle,0.1
Psychonauts,XOne,2015,Racing,0.1
Harvey Birdman: Attorney at Law,Wii,2007,Fighting,0.1
World Stadium 5,GC,2001,Misc,0.1
The Legend of Heroes: A Tear of Vermillion,DS,2009,Misc,0.1
Digimon World: Next Order,X360,2010,Sports,0.1
The Amazing Spider-Man (Console Version),PS2,2003,Platform,0.1
The Crew: Wild Run,SAT,1996,Fighting,0.1
ESPN NBA 2Night,X360,2010,Role-Playing,0.1
Uta no Prince-Sama: Debut,X360,2011,Racing,0.1
Galactic Taz Ball,PS2,2002,Sports,0.1
Freekstyle,DS,2009,Shooter,0.1
Ford Mustang: The Legend Lives,X360,2011,Misc,0.1
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,XB,2004,Action,0.1
Digimon Rumble Arena 2,PSP,2011,Role-Playing,0.1
Scooby-Doo! Unmasked,PSP,2009,Sports,0.1
Dora the Explorer: Dora Saves the Crystal Kingdom,DS,2008,Simulation,0.1
Etrian Odyssey 2 Untold: Knight of Fafnir,Wii,2010,Adventure,0.1
"Prinny 2: Dawn of Operation Panties, Dood!",PC,2009,Racing,0.1
Alien Monster Bowling League,Game BoyA,2004,Adventure,0.1
Shockwave Assault,Wii,2009,Action,0.1
echochrome,X360,2011,Sports,0.1
Ribbit King,DS,2008,Adventure,0.1
Generator Rex: Agent of Providence,PS2,2004,Simulation,0.1
Championship Foosball,PS,2001,Racing,0.1
World Championship Poker 2: Featuring Howard Lederer,PS4,2015,Fighting,0.1
Alien Hominid,Wii,2009,Simulation,0.1
Lego Star Wars: The Force Awakens,3DS,2011,Platform,0.1
Pro Yakyuu Greatest Nine 98,DS,2008,Simulation,0.1
Snood 2: On Vacation,DS,2009,Puzzle,0.1
Ninja Gaiden Black,PC,2016,Adventure,0.1
Playmobil Pirates,3DS,2011,Misc,0.1
Girls und Panzer: I Will Master Tankery,PS3,2016,Role-Playing,0.1
Bogey: Dead 6,PSP,2006,Action,0.1
Hakuouki: Zuisouroku Portable,XB,2004,Racing,0.1
Puyo Pop Fever (JP sales),PS,1996,Shooter,0.1
Dragon Ball Kai: Ultimate Butouden,3DS,2011,Action,0.1
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),PSP,2008,Role-Playing,0.1
Brain Age: Concentration Training,DS,2007,Action,0.1
Henry Hatsworth in the Puzzling Adventure,PS2,2005,Action,0.1
Shin Megami Tensei,X360,2013,Simulation,0.1
Trivial Pursuit unhinged,PS2,2007,Racing,0.1
U-Sing  2,DS,2006,Adventure,0.1
Backyard Sports: Sandlot Sluggers,PS,1998,Racing,0.1
The Revenge of Shinobi,DS,2010,Sports,0.1
Bloody Roar 4,SNES,1995,Sports,0.1
Playmobil Circus,Game BoyA,2004,Platform,0.1
Let's Ride! Silver Buckle Stables,XB,2002,Shooter,0.1
Star Wars: Empire at War - Gold Pack,PS,1997,Shooter,0.1
Hakuoki: Demon of the Fleeting Blossom,X360,2009,Misc,0.1
Cabela's Big Game Hunter,Wii,2008,Shooter,0.1
Import Tuner Challenge (American sales),XOne,2015,Action,0.1
I-Ninja,DS,2011,Sports,0.1
Truth or Lies,PS2,2007,Role-Playing,0.1
WSC Real 11: World Snooker Championship,PS,1996,Fighting,0.1
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PC,2015,Role-Playing,0.1
Crash Boom Bang!,PS,1998,Role-Playing,0.1
Dragon Tales: Dragon Seek,DS,N/A,Role-Playing,0.1
NCAA March Madness 08,DS,2008,Action,0.1
Tom Clancy's EndWar,PSP,2009,Fighting,0.1
Yourself Fitness,DS,2008,Misc,0.1
Tak: The Great Juju Challenge,Wii,2007,Action,0.1
NBA 2K16,X360,2009,Action,0.1
Def Jam Fight For NY: The Takeover,DS,2005,Racing,0.1
NHL 2K8,XB,2006,Platform,0.1
Black & White 2,PS2,2004,Fighting,0.1
GripShift,X360,2010,Action,0.1
Jenga World Tour,PS3,2011,Racing,0.1
Riviera: The Promised Land,PS,1997,Adventure,0.1
The Idolmaster: Platinum Stars,PS2,2001,Racing,0.1
Get Fit with Mel B,PSV,2013,Sports,0.1
Destroy All Humans! Path of the Furon,PSV,2013,Fighting,0.1
Resident Evil Chronicles HD,PS,1996,Puzzle,0.1
Wonder World Amusement Park,DS,2007,Role-Playing,0.1
Return Fire,XB,2003,Racing,0.1
Lock's Quest,DS,2007,Sports,0.1
Transformers: Devastation,Game BoyA,2002,Fighting,0.1
Wild ARMs: Alter Code F,Wii,2011,Misc,0.1
Bomberman Max 2: Blue Advance,PS3,2007,Misc,0.1
Dora's Big Birthday Adventure,PC,2011,Action,0.1
Atari Classics Evolved,Wii,2009,Simulation,0.1
Pillow Pets,DS,2008,Simulation,0.1
SingStar: Made In Germany,PSV,2012,Adventure,0.1
Kawasaki Quad Bikes,PS2,2006,Role-Playing,0.1
Shrek SuperSlam,X360,2011,Action,0.1
Rapid Reload,PSP,2012,Role-Playing,0.1
New Legends,Wii,2009,Simulation,0.1
Total Overdose: A Gunslinger's Tale in Mexico,Game BoyA,2006,Platform,0.1
The Secret Saturdays: Beasts of the 5th Sun,Game BoyA,2002,Shooter,0.1
Island Xtreme Stunts,GC,2004,Sports,0.1
Fighting Fantasy: The Warlock of Firetop Mountain,XB,2002,Simulation,0.1
Agassi Tennis Generation,Wii,N/A,Adventure,0.1
Young Justice: Legacy,DS,2007,Strategy,0.1
Metal Slug X,DS,2009,Action,0.1
Samurai Shodown Anthology,PS,1997,Fighting,0.1
Space Invaders Extreme,DS,2010,Misc,0.1
Driver: Renegade,DS,2011,Role-Playing,0.1
Running Wild,DS,2010,Sports,0.1
Romance of the Three Kingdoms X,PSP,2006,Action,0.1
Brigandine: The Legend of Forsena,DS,2008,Strategy,0.1
Pro Evolution Soccer 2012,X360,2011,Misc,0.1
MX SuperFly featuring Ricky Carmichael,X360,2007,Action,0.1
Disney's The Haunted Mansion,3DS,2011,Fighting,0.1
Sound Novel Machi,DS,2010,Simulation,0.1
FIFA 2001: Major League Soccer,3DS,2014,Action,0.1
I Love Puppies,XB,2002,Racing,0.1
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,DS,2009,Simulation,0.1
Pokemon Rumble World,PS4,2014,Role-Playing,0.1
JASF: Jane's Advanced Strike Fighters,DS,2006,Strategy,0.1
Beaterator,DS,2011,Adventure,0.1
Skies of Arcadia,3DS,2014,Sports,0.1
NASCAR: Dirt to Daytona,XB,2002,Action,0.1
Demon Chaos,X360,2011,Shooter,0.1
Challenge Me: Brain Puzzles 2,XOne,2016,Action,0.1
Cake Mania: Main Street,PSP,2006,Racing,0.1
Road Trip,PC,2007,Shooter,0.1
Blood of Bahamut,PS2,2002,Racing,0.09
Damnation,DS,2007,Misc,0.09
DaGeDar,XB,2005,Simulation,0.09
Quiz Magic Academy DS: Futatsu no Jikuu Koku,X360,2010,Misc,0.09
Lilie no Atelier: Salburg no Renkinjutsushi 3,PSV,2013,Action,0.09
Supremacy MMA,PS,1998,Strategy,0.09
Top Gun: Firestorm Advance,Wii,2011,Action,0.09
Justice League Heroes,PS,2000,Action,0.09
Project Eden,PSP,2010,Adventure,0.09
Disney Art Academy,GC,2005,Adventure,0.09
Pipe Mania,3DS,2016,Action,0.09
NERF N-Strike: Double Blast Bundle,PS2,2003,Sports,0.09
Space Chimps,DS,N/A,Role-Playing,0.09
Sega Casino,Wii,2011,Misc,0.09
Ben 10 Galactic Racing,X360,2009,Shooter,0.09
Ghosthunter,XB,2002,Misc,0.09
Junior Mystery Quest,PC,2010,Action,0.09
Obscure: The Aftermath,PS2,2006,Action,0.09
Family GameShow,Wii,2009,Sports,0.09
Great Party Games,PC,2011,Puzzle,0.09
Seven: Molmorth no Kiheitai,PS3,2011,Misc,0.09
Doraemon: Nobita to Midori no Kyojinden DS,PC,2014,Role-Playing,0.09
Jimmie Johnson's Anything With an Engine,PC,2011,Strategy,0.09
Hello Kitty's Cube Frenzy,GC,2005,Platform,0.09
Are You Smarter Than a 5th Grader? Back to School,PS3,2010,Misc,0.09
Spectral Force Genesis,X360,2009,Shooter,0.09
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,GC,2002,Fighting,0.09
Agatha Christie: Evil Under the Sun,PS4,2016,Action,0.09
World Championship Games: A Track & Field Event,XB,2004,Racing,0.09
Astro Boy: Omega Factor,PC,2006,Strategy,0.09
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,XB,2002,Sports,0.09
Fullmetal Alchemist: Dual Sympathy,DS,2009,Action,0.09
Cardfight!! Vanguard: Ride to Victory,XB,2005,Action,0.09
Last Rebellion,PS2,2003,Racing,0.09
How to Train Your Dragon 2,Wii,2011,Misc,0.09
Quantum Theory,PS4,2016,Fighting,0.09
Jikkyou Powerful Pro Yakyuu Portable 2,SAT,1998,Strategy,0.09
Reading Training,DS,2008,Sports,0.09
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,PSP,2012,Adventure,0.09
Bass Pro Shops: The Hunt,3DS,2012,Action,0.09
RuGame Boyy 2005,DS,2009,Action,0.09
Carnival Games: Wild West 3D,PS,1998,Strategy,0.09
Ochaken no Heya DS 2,Wii,2008,Action,0.09
Ratchet & Clank Future: Quest for Booty,PS,2001,Strategy,0.09
V-Rally Edition 99,PS,1997,Action,0.09
Saikyou Habu Shogi,SNES,1995,Role-Playing,0.09
Castlevania Dracula X,3DS,2013,Platform,0.09
Golden Nugget 64,WiiU,2014,Action,0.09
Robotron 64,PS2,2001,Role-Playing,0.09
Batman Beyond: Return of the Joker,PSP,2006,Sports,0.09
Inazuma Eleven 3,PSP,2010,Sports,0.09
Ski-Doo Snowmobile Challenge,Game BoyA,2002,Action,0.09
Naruto RPG 3: Rejiuu vs Konoha Shoutai,X360,2010,Sports,0.09
Tunnel B1,DS,2008,Strategy,0.09
2-in-1 Game Pack: Spider-Man & Spider-Man 2,PS2,2004,Role-Playing,0.09
Winter Stars,XB,2002,Racing,0.09
Go Play: City Sports,PS2,2004,Platform,0.09
Porsche Challenge,PS2,2004,Shooter,0.09
Dragon Ball Z: Shin Butouden,PS,1995,Strategy,0.09
Beowulf: The Game,X360,2008,Shooter,0.09
Super Robot Taisen MX Portable,DS,2006,Adventure,0.09
Mimana Iyar Chronicle,SAT,1998,Sports,0.09
Detana TwinBee Yahho! Deluxe Pack,XB,2003,Sports,0.09
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,Game BoyA,2005,Action,0.09
Super Robot Wars OG: The Moon Dwellers,DS,2005,Role-Playing,0.09
Uta no Prince-Sama: Music 2,X360,2015,Action,0.09
Jambo! Safari Animal Rescue,PSP,2005,Fighting,0.09
Supreme Commander,Wii,2009,Sports,0.09
"Saiyuuki: Kinkaku, Ginkaku no Inbou",PS2,2005,Platform,0.09
Roary the Racing Car,PSP,2008,Adventure,0.09
Ski and Shoot,PS,2001,Sports,0.09
Mugen Keitai Disgaea,PSP,2005,Role-Playing,0.09
Scrabble,PSV,2016,Action,0.09
Samurai Warriors 4: Empires,WiiU,2013,Action,0.09
Action Man-Operation Extreme,PS4,2015,Action,0.09
Blazblue: Continuum Shift Extend,PS2,2000,Sports,0.09
Tornado Outbreak,PSP,2012,Adventure,0.09
Mystic Heroes,DS,2010,Platform,0.09
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,GC,2002,Racing,0.09
Defender,XB,2005,Racing,0.09
The Sims 2: Apartment Life,SAT,1995,Misc,0.09
MLB Superstars,PS2,2004,Fighting,0.09
Captain Tsubasa: Aratanaru Densetsu Joshou,DS,2005,Platform,0.09
Remington Super Slam Hunting: Alaska,PS2,2009,Misc,0.09
Blood: The Last Vampire (Joukan),3DS,2014,Role-Playing,0.09
Clockwork Knight,PSP,2010,Platform,0.09
MotoGP 14,Wii,2009,Sports,0.09
Freestyle Metal X,PS4,2015,Action,0.09
Prinny: Can I Really Be the Hero?,PS,1995,Simulation,0.09
Sidewinder Max,PSP,2008,Puzzle,0.09
The $1 Pyramid,PS2,2003,Sports,0.09
Burnout Paradise: The Ultimate Box,Wii,2011,Action,0.09
Kenka Banchou 2: Full Throttle,Wii,2008,Sports,0.09
Zoids Assault,XB,2005,Misc,0.09
The Mummy: Tomb of the Dragon Emperor,GC,2004,Shooter,0.09
Spider-Man: Edge of Time,PSV,2016,Action,0.09
Momu-chan Diet Wii: Figurobics by Chon Dayon,SAT,1998,Sports,0.09
Karaoke Revolution Presents American Idol Encore 2,DS,2005,Puzzle,0.09
Atelier Totori: The Adventurer of Arland,XB,2005,Action,0.09
Mad Dog McCree: Gunslinger Pack,DS,2009,Action,0.09
No More Heroes: Red Zone,PSV,2014,Action,0.09
Game Hits!,PS,1996,Simulation,0.09
Bakugan: Rise of the Resistance,PSP,2010,Adventure,0.09
Thomas & Friends: Hero of the Rails,DS,2004,Puzzle,0.09
Super Puzzle Fighter II,DS,2011,Fighting,0.09
The Mummy: Tomb of the Dragon Emperor,PS2,2007,Strategy,0.09
Battle Stadium D.O.N,3DS,2012,Puzzle,0.09
Deadliest Catch: Sea of Chaos,DS,2009,Puzzle,0.09
Karaoke Revolution Presents American Idol Encore,PS,2001,Role-Playing,0.09
Crysis: Maximum Edition,XB,2004,Misc,0.09
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,Wii,2010,Misc,0.09
Wacky World of Sports,X360,2010,Sports,0.09
Kurikin: Nano Island Story,Game BoyA,2002,Platform,0.09
Transworld Snowboarding,PS2,2003,Fighting,0.09
NFL Blitz 20-02,Wii,2009,Action,0.09
Sniper Elite,PS2,2006,Sports,0.09
Data East Arcade Classics,PC,2007,Strategy,0.09
World Soccer Winning Eleven 8 International,PSP,2009,Adventure,0.09
Test Drive: Eve of Destruction,Game BoyA,2002,Sports,0.09
Crimson Sea,X360,2006,Racing,0.09
Naruto Shippuden: Gekito Ninja Taisen! EX 2,GC,2003,Platform,0.09
The Weakest Link,PS3,2010,Misc,0.09
Dreamer Series: Teacher,PS3,2011,Sports,0.09
Lethal Enforcers,PS2,2010,Sports,0.09
Knights in the Nightmare,DS,2006,Misc,0.09
Romance of the Three Kingdoms XII,PS,2000,Platform,0.09
El Tigre: The Adventures of Manny Rivera,PS3,2007,Sports,0.09
Ikaruga,DS,2008,Strategy,0.09
Back to the Future: The Game,XB,2004,Sports,0.09
Hyperdimension Neptunia Re;Birth 2,DS,2005,Platform,0.09
The Suffering: Ties That Bind,PC,2015,Sports,0.09
Nobunaga's Ambition: Iron Triangle,PSP,2006,Action,0.09
Little League World Series Baseball: Double Play,PS3,2007,Sports,0.09
Jikkyou Powerful Pro Yakyuu 2012,PC,2005,Strategy,0.09
Harvest Moon: Boy & Girl,PSP,2005,Racing,0.09
Mahjong Cub3D,DS,2007,Misc,0.09
F1 2016 (Codemasters),PSP,2006,Role-Playing,0.09
Major League Baseball 2K12,PS4,2016,Simulation,0.09
Happy Feet Two,Wii,2010,Sports,0.09
Viewtiful Joe: Red Hot Rumble,PS3,2009,Action,0.09
The Ant Bully,PS3,2012,Shooter,0.09
MLB 2K9 Fantasy All-Stars,DS,2009,Misc,0.09
RollerCoaster Tycoon 3: Platinum,PS,1996,Strategy,0.09
Age of Mythology,DS,2008,Strategy,0.09
Sengoku Basara 4: Sumeragi,X360,2015,Action,0.09
Shrek Smash n' Crash Racing,PS2,2003,Role-Playing,0.09
The Smurfs 2,Game BoyA,2002,Puzzle,0.09
Digimon World Re:Digitize Decode,DS,2010,Misc,0.09
The Bachelor: The Videogame,PSP,2007,Misc,0.09
Harvey Birdman: Attorney at Law,DS,2011,Adventure,0.09
Digimon World 4,PS3,2009,Misc,0.09
Resident Evil: Revelations 2,Wii,2007,Racing,0.09
Jumper: Griffin's Story,XB,2005,Action,0.09
My Stop Smoking Coach: Allen Carr's EasyWay,PS,1995,Shooter,0.09
Star Wars: Empire at War,XB,2002,Action,0.09
Ford Racing 3,PS2,2005,Shooter,0.09
MLB SlugFest Loaded,PSP,2009,Action,0.09
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2002,Action,0.09
Sotsugyou Crossworld,DS,2009,Role-Playing,0.09
R: Racing Evolution,PS2,2003,Sports,0.09
Bionicle,PS3,2013,Action,0.09
Bomberman Land Touch!,PS,2001,Shooter,0.09
Battle Fantasia,PSP,N/A,Fighting,0.09
Lego Star Wars: The Force Awakens,PSP,2008,Shooter,0.09
Bleach GC: Tasogare Ni Mamieru Shinigami,3DS,2011,Racing,0.09
ShellShock 2: Blood Trails,PS,1997,Racing,0.09
F.E.A.R. Files,PS2,2005,Strategy,0.09
SpongeBob: HeroPants,PS,1998,Strategy,0.09
Team Elimination Games,PC,2011,Action,0.09
Spectral Force 3,GC,2002,Racing,0.09
Chou Jigen Game Neptune Mk-II,XB,2003,Platform,0.09
Bella Sara,SAT,1998,Adventure,0.09
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,PS2,2000,Sports,0.09
Karaoke Revolution,DS,2010,Simulation,0.09
Escape Dead Island,PS2,2007,Sports,0.09
Red Faction: Armageddon,3DS,2015,Action,0.09
Fire Pro Wrestling Returns,X360,2011,Simulation,0.09
Brain Voyage,PSP,2009,Misc,0.09
Jimmy Neutron: Boy Genius,DC,2000,Role-Playing,0.09
Adventure Time: Finn & Jake Investigations,GC,2002,Racing,0.09
Derby Stallion,PS2,N/A,Action,0.09
Puss in Boots,DS,2010,Puzzle,0.09
PAC-MAN and the Ghostly Adventures,DS,2011,Simulation,0.09
Rollcage Stage II,PS2,2002,Racing,0.09
Samurai Warriors 2: Xtreme Legends,DS,2009,Role-Playing,0.09
Karaoke Joysound Wii DX,PS3,2009,Shooter,0.09
Sloane to MacHale no Nazo no Monogatari 2,DS,2011,Action,0.09
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,2010,Misc,0.09
Invasion From Beyond,PS2,2001,Role-Playing,0.09
50 Cent: Bulletproof,PSV,2012,Fighting,0.09
Forgotten Realms: Demon Stone,Game BoyA,2002,Shooter,0.09
Counter-Strike: Source,DS,2006,Role-Playing,0.09
My Make-Up,PS2,2001,Action,0.09
Major League Baseball 2K7,3DS,2016,Action,0.09
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2008,Puzzle,0.09
LEGO Star Wars II: The Original Trilogy,Wii,2010,Shooter,0.09
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,Wii,2008,Platform,0.09
Knights in the Nightmare,DS,2005,Misc,0.09
Mahjong Master,PS3,2011,Racing,0.09
